seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	state
chr5	80528401	80529800	1400	*	6	Intron (ENST00000511718.5/167555, intron 10 of 10)	5	80501805	80522524	20720	1	167555	ENST00000509292.1	26596	ENSG00000152380	FAM151B	family with sequence similarity 151 member B	16_ReprPC
chr5	87438201	87445400	7200	*	1	Intron (ENST00000644559.1/105379066, intron 1 of 4)	5	87394274	87412930	18657	2	902	ENST00000256897.9	-25271	ENSG00000134480	CCNH	cyclin H	16_ReprPC
chr5	87968201	87969800	1600	*	1	Intron (ENST00000668454.1/ENST00000668454.1, intron 2 of 3)	5	88196350	88198451	2102	2	153396	ENST00000515293.1	228651	ENSG00000164180	TMEM161B	transmembrane protein 161B	16_ReprPC
chr5	87972201	87975600	3400	*	1	Intron (ENST00000668454.1/ENST00000668454.1, intron 2 of 3)	5	88196350	88198451	2102	2	153396	ENST00000515293.1	222851	ENSG00000164180	TMEM161B	transmembrane protein 161B	16_ReprPC
chr5	87977001	87986200	9200	*	2	Intron (ENST00000668454.1/ENST00000668454.1, intron 2 of 3)	5	88196350	88198451	2102	2	153396	ENST00000515293.1	212251	ENSG00000164180	TMEM161B	transmembrane protein 161B	16_ReprPC
chr5	92907401	92914600	7200	*	3	Exon (ENST00000507491.1/107984117, exon 2 of 4)	5	92907180	92939591	32412	2	107984117	ENST00000507491.1	24991	NA	LINC02058	long intergenic non-protein coding RNA 2058	16_ReprPC
chr5	92921201	92932000	10800	*	4	Intron (ENST00000507491.1/107984117, intron 1 of 3)	5	92907180	92939591	32412	2	107984117	ENST00000507491.1	7591	NA	LINC02058	long intergenic non-protein coding RNA 2058	16_ReprPC
chr5	92933601	92943600	10000	*	4	Promoter (<=1kb)	5	92907180	92939591	32412	2	107984117	ENST00000507491.1	0	NA	LINC02058	long intergenic non-protein coding RNA 2058	16_ReprPC
chr5	113693401	113702800	9400	*	1	Distal Intergenic	5	113738106	113776837	38732	2	105379127	ENST00000660812.1	74037	ENSG00000286839	LOC105379127	uncharacterized LOC105379127	16_ReprPC
chr5	122426201	122434800	8600	*	1	3' UTR	5	122444156	122464054	19899	1	9627	ENST00000513719.1	-9356	ENSG00000064692	SNCAIP	synuclein alpha interacting protein	16_ReprPC
chr5	131992601	131994000	1400	*	1	Promoter (<=1kb)	5	131975409	131994176	18768	2	23305	ENST00000651597.1	176	ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6	16_ReprPC
chr5	132156001	132159000	3000	*	2	Distal Intergenic	5	132184876	132192808	7933	1	100861518	ENST00000417667.1	-25876	ENSG00000237714	P4HA2-AS1	P4HA2 antisense RNA 1	16_ReprPC
chr5	135411801	135415400	3600	*	1	Distal Intergenic	5	135369368	135399914	30547	2	9555	ENST00000506532.5	-11887	ENSG00000113648	MACROH2A1	macroH2A.1 histone	16_ReprPC
chr5	137610401	137612400	2000	*	1	Distal Intergenic	5	137112494	137598379	485886	2	6695	ENST00000503916.1	-12022	ENSG00000152377	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	16_ReprPC
chr5	139279201	139283600	4400	*	3	Promoter (<=1kb)	5	139278781	139278978	198	1	26821	ENST00000364089.1	420	ENSG00000200959	SNORA74A	small nucleolar RNA, H/ACA box 74A	16_ReprPC
chr5	140706401	140722200	15800	*	2	Promoter (<=1kb)	5	140718925	140719013	89	1	56663	ENST00000365241.1	0	ENSG00000202111	VTRNA1-2	vault RNA 1-2	16_ReprPC
chr5	140750201	140762200	12000	*	2	Distal Intergenic	5	140786136	140788861	2726	1	56147	ENST00000378133.4	-23936	ENSG00000204970	PCDHA1	protocadherin alpha 1	16_ReprPC
chr5	140853001	140855000	2000	*	1	Promoter (<=1kb)	5	140855883	140868240	12358	1	56139	ENST00000562220.2	-883	ENSG00000250120	PCDHA10	protocadherin alpha 10	16_ReprPC
chr5	141182401	141192400	10000	*	1	Promoter (<=1kb)	5	141192353	141195647	3295	1	56126	ENST00000239446.6	0	ENSG00000120324	PCDHB10	protocadherin beta 10	16_ReprPC
chr5	141705801	141715000	9200	*	1	Distal Intergenic	5	141653402	141682230	28829	2	64411	ENST00000239440.9	-23571	ENSG00000120318	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	16_ReprPC
chr5	141810801	141814200	3400	*	1	Distal Intergenic	5	141862885	141866202	3318	2	5097	ENST00000511044.1	52002	ENSG00000156453	PCDH1	protocadherin 1	16_ReprPC
chr5	149679001	149684600	5600	*	1	Distal Intergenic	5	149730298	149847562	117265	1	133522	ENST00000360453.8	-45698	ENSG00000155846	PPARGC1B	PPARG coactivator 1 beta	16_ReprPC
chr5	153858001	153876800	18800	*	2	Distal Intergenic	5	153887428	153898987	11560	2	105378238	ENST00000509568.1	22187	ENSG00000251183	LINC01861	long intergenic non-protein coding RNA 1861	16_ReprPC
chr5	155105401	155111600	6200	*	1	Promoter (1-2kb)	5	155113411	155120272	6862	1	105378239	ENST00000667906.1	-1811	NA	LOC105378239	uncharacterized LOC105378239	16_ReprPC
chr5	160975401	160977200	1800	*	1	Distal Intergenic	5	160931781	160938626	6846	2	285629	ENST00000518301.1	-36775	ENSG00000253417	LINC02159	long intergenic non-protein coding RNA 2159	16_ReprPC
chr5	168724801	168730400	5600	*	1	Intron (ENST00000404867.7/6586, intron 16 of 31)	5	168707019	168710595	3577	1	101927969	ENST00000663926.1	17782	NA	SLIT3-AS2	SLIT3 antisense RNA 2	16_ReprPC
chr5	170730601	170735400	4800	*	1	Exon (ENST00000377360.8/30820, exon 6 of 8)	5	170712853	170736630	23778	1	30820	ENST00000616807.1	17748	ENSG00000182132	KCNIP1	potassium voltage-gated channel interacting protein 1	16_ReprPC
chr5	170735601	170736400	800	*	2	3' UTR	5	170712853	170736630	23778	1	30820	ENST00000616807.1	22748	ENSG00000182132	KCNIP1	potassium voltage-gated channel interacting protein 1	16_ReprPC
chr5	170742001	170750800	8800	*	1	Exon (ENST00000521965.1/ENST00000521965.1, exon 3 of 3)	5	170763350	170797521	34172	1	2568	ENST00000521481.5	-12550	ENSG00000094755	GABRP	gamma-aminobutyric acid type A receptor subunit pi	16_ReprPC
chr5	172644401	172687200	42800	*	5	Promoter (<=1kb)	5	172662165	172662263	99	1	100847029	ENST00000581891.1	0	ENSG00000265160	MIR5003	microRNA 5003	16_ReprPC
chr5	176057201	176064000	6800	*	1	Promoter (<=1kb)	5	176049678	176062021	12344	2	100996385	ENST00000512675.1	0	ENSG00000248469	LOC100996385	uncharacterized LOC100996385	16_ReprPC
chr5	177407601	177415800	8200	*	1	Promoter (<=1kb)	5	177402141	177409564	7424	2	2161	ENST00000253496.4	0	ENSG00000131187	F12	coagulation factor XII	16_ReprPC
chr5	179776201	179779600	3400	*	1	3' UTR	5	179770928	179774468	3541	1	9794	ENST00000511027.1	5273	ENSG00000161021	MAML1	mastermind like transcriptional coactivator 1	16_ReprPC
chr6	1593201	1596400	3200	*	1	Distal Intergenic	6	1601654	1607354	5701	1	101927703	ENST00000652712.1	-5254	NA	FOXCUT	FOXC1 upstream transcript	16_ReprPC
chr6	1597001	1601600	4600	*	1	Promoter (<=1kb)	6	1601654	1607354	5701	1	101927703	ENST00000652712.1	-54	NA	FOXCUT	FOXC1 upstream transcript	16_ReprPC
chr6	1601801	1604400	2600	*	2	Promoter (<=1kb)	6	1601654	1607354	5701	1	101927703	ENST00000652712.1	147	NA	FOXCUT	FOXC1 upstream transcript	16_ReprPC
chr6	1615601	1619800	4200	*	2	Downstream (1-2kb)	6	1623806	1624740	935	2	2762	ENST00000476972.6	4940	ENSG00000112699	GMDS	GDP-mannose 4,6-dehydratase	16_ReprPC
chr6	1620801	1624400	3600	*	1	Promoter (<=1kb)	6	1623806	1624740	935	2	2762	ENST00000476972.6	340	ENSG00000112699	GMDS	GDP-mannose 4,6-dehydratase	16_ReprPC
chr6	3232401	3240800	8400	*	1	Promoter (<=1kb)	6	3231829	3237865	6037	1	100422781	ENST00000416079.2	572	NA	LOC100422781	uncharacterized LOC100422781	16_ReprPC
chr6	3940001	3940600	600	*	1	Distal Intergenic	6	4021267	4064982	43716	1	8899	ENST00000480058.5	-80667	ENSG00000112739	PRPF4B	pre-mRNA processing factor 4B	16_ReprPC
chr6	4077601	4079400	1800	*	1	Promoter (<=1kb)	6	4068367	4079137	10771	2	222826	ENST00000274673.8	0	ENSG00000145975	FAM217A	family with sequence similarity 217 member A	16_ReprPC
chr6	5842601	5851200	8600	*	1	Distal Intergenic	6	5664985	5695272	30288	2	101927950	ENST00000602500.1	-147329	ENSG00000270174	LOC101927950	uncharacterized LOC101927950	16_ReprPC
chr6	5991201	5994600	3400	*	1	Distal Intergenic	6	5998715	6002963	4249	2	51299	ENST00000495850.1	8363	ENSG00000124785	NRN1	neuritin 1	16_ReprPC
chr6	10377401	10383800	6400	*	1	Distal Intergenic	6	10404502	10407928	3427	1	109729173	ENST00000645232.1	-20702	ENSG00000285278	TFAP2A-AS2	TFAP2A antisense RNA 2	16_ReprPC
chr6	10384001	10403800	19800	*	1	Promoter (<=1kb)	6	10404502	10407928	3427	1	109729173	ENST00000645232.1	-702	ENSG00000285278	TFAP2A-AS2	TFAP2A antisense RNA 2	16_ReprPC
chr6	10420001	10423400	3400	*	1	Promoter (<=1kb)	6	10404668	10419659	14992	2	7020	ENST00000473652.1	-342	ENSG00000137203	TFAP2A	transcription factor AP-2 alpha	16_ReprPC
chr6	12747201	12752400	5200	*	1	Promoter (<=1kb)	6	12749435	13184820	435386	1	221692	ENST00000406205.7	0	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	16_ReprPC
chr6	16872801	16874200	1400	*	1	Distal Intergenic	6	16761912	16762618	707	1	101928433	ENST00000450930.1	110889	NA	ATXN1-AS1	ATXN1 antisense RNA 1	16_ReprPC
chr6	17282601	17286200	3600	*	2	Promoter (<=1kb)	6	17282701	17293866	11166	1	221662	ENST00000318204.5	0	ENSG00000112183	RBM24	RNA binding motif protein 24	16_ReprPC
chr6	19690801	19693400	2600	*	1	Promoter (<=1kb)	6	19324988	19690876	365889	2	107986575	ENST00000636202.1	0	NA	LOC107986575	uncharacterized LOC107986575	16_ReprPC
chr6	19833401	19845600	12200	*	1	Promoter (<=1kb)	6	19534944	19839080	304137	2	105374959	ENST00000432171.2	0	NA	LOC105374959	uncharacterized LOC105374959	16_ReprPC
chr6	24493601	24494400	800	*	2	Promoter (<=1kb)	6	24494867	24533757	38891	1	7915	ENST00000491546.5	-467	ENSG00000112294	ALDH5A1	aldehyde dehydrogenase 5 family member A1	16_ReprPC
chr6	25641801	25654800	13000	*	5	Promoter (<=1kb)	6	25652201	25701774	49574	1	10590	ENST00000612225.4	0	ENSG00000079689	SCGN	secretagogin, EF-hand calcium binding protein	16_ReprPC
chr6	27169801	27178400	8600	*	1	Distal Intergenic	6	27147626	27147688	63	1	100422934	ENST00000584253.1	22175	ENSG00000265565	MIR3143	microRNA 3143	16_ReprPC
chr6	27191601	27212200	20600	*	1	Exon (ENST00000310599.3/ENST00000310599.3, exon 1 of 1)	6	27247701	27255868	8168	1	10279	ENST00000454665.6	-35501	ENSG00000112812	PRSS16	serine protease 16	16_ReprPC
chr6	27219201	27238800	19600	*	1	Distal Intergenic	6	27247701	27255868	8168	1	10279	ENST00000454665.6	-8901	ENSG00000112812	PRSS16	serine protease 16	16_ReprPC
chr6	27240201	27279800	39600	*	1	Promoter (<=1kb)	6	27247701	27255868	8168	1	10279	ENST00000454665.6	0	ENSG00000112812	PRSS16	serine protease 16	16_ReprPC
chr6	27503201	27537000	33800	*	3	Exon (ENST00000613415.1/ENST00000613415.1, exon 1 of 1)	6	27473194	27494436	21243	1	105375001	ENST00000663193.1	30007	NA	LOC105375001	uncharacterized LOC105375001	16_ReprPC
chr6	27630601	27636400	5800	*	3	Distal Intergenic	6	27694035	27711354	17320	1	100507173	ENST00000628328.3	-57635	ENSG00000281706	LINC01012	long intergenic non-protein coding RNA 1012	16_ReprPC
chr6	28552401	28560200	7800	*	1	Distal Intergenic	6	28528331	28533979	5649	1	2880	ENST00000483784.1	24070	ENSG00000224586	GPX5	glutathione peroxidase 5	16_ReprPC
chr6	28600001	28606200	6200	*	3	Promoter (1-2kb)	6	28570535	28598030	27496	2	114821	ENST00000646382.1	-1971	ENSG00000232040	ZBED9	zinc finger BED-type containing 9	16_ReprPC
chr6	28648001	28669400	21400	*	1	Promoter (<=1kb)	6	28648286	28649066	781	2	387055	ENST00000456103.1	0	ENSG00000235570	LINC00533	long intergenic non-protein coding RNA 533	16_ReprPC
chr6	28697401	28716800	19400	*	1	Distal Intergenic	6	28648286	28649066	781	2	387055	ENST00000456103.1	-48335	ENSG00000235570	LINC00533	long intergenic non-protein coding RNA 533	16_ReprPC
chr6	30040001	30043000	3000	*	1	Intron (ENST00000425604.5/80862, intron 2 of 2)	6	30012099	30035015	22917	2	80862	ENST00000444051.1	-4986	ENSG00000204623	ZNRD1ASP	zinc ribbon domain containing 1 antisense, pseudogene	16_ReprPC
chr6	30092001	30097600	5600	*	1	Distal Intergenic	6	30105240	30114724	9485	1	104533120	ENST00000440874.1	-7640	ENSG00000231226	TRIM31-AS1	TRIM31 antisense RNA 1	16_ReprPC
chr6	30853401	30855000	1600	*	2	Distal Intergenic	6	30839526	30848159	8634	2	105375014	ENST00000442852.1	-5242	ENSG00000237923	LINC02570	long intergenic non-protein coding RNA 2570	16_ReprPC
chr6	32117401	32121200	3800	*	7	Promoter (<=1kb)	6	32098176	32117610	19435	2	1388	ENST00000494022.1	0	ENSG00000213676	ATF6B	activating transcription factor 6 beta	16_ReprPC
chr6	34481801	34483400	1600	*	4	Promoter (1-2kb)	6	34485070	34527714	42645	1	29993	ENST00000493633.5	-1670	ENSG00000124507	PACSIN1	protein kinase C and casein kinase substrate in neurons 1	16_ReprPC
chr6	35466401	35482600	16200	*	3	Promoter (<=1kb)	6	35470508	35470579	72	1	102465668	ENST00000619751.1	0	ENSG00000276712	MIR7111	microRNA 7111	16_ReprPC
chr6	35728401	35734200	5800	*	1	Promoter (<=1kb)	6	35573585	35728583	154999	2	2289	ENST00000536438.5	0	ENSG00000096060	FKBP5	FKBP prolyl isomerase 5	16_ReprPC
chr6	37504401	37507800	3400	*	1	Promoter (<=1kb)	6	37507348	37535616	28269	1	100505530	ENST00000570443.2	0	NA	LINC02520	long intergenic non-protein coding RNA 2520	16_ReprPC
chr6	39014201	39019400	5200	*	1	Intron (ENST00000327475.11/1769, intron 91 of 92)	6	39048781	39091303	42523	1	2740	ENST00000373256.5	-29381	ENSG00000112164	GLP1R	glucagon like peptide 1 receptor	16_ReprPC
chr6	39054201	39061800	7600	*	1	Exon (ENST00000373256.5/2740, exon 2 of 13)	6	39048781	39091303	42523	1	2740	ENST00000373256.5	5420	ENSG00000112164	GLP1R	glucagon like peptide 1 receptor	16_ReprPC
chr6	41337201	41339400	2200	*	1	Promoter (1-2kb)	6	41335851	41350864	15014	1	9436	ENST00000373086.3	1350	ENSG00000096264	NCR2	natural cytotoxicity triggering receptor 2	16_ReprPC
chr6	41389001	41395000	6000	*	2	Distal Intergenic	6	41335851	41350864	15014	1	9436	ENST00000373086.3	53150	ENSG00000096264	NCR2	natural cytotoxicity triggering receptor 2	16_ReprPC
chr6	41397001	41399600	2600	*	1	Distal Intergenic	6	41335851	41350864	15014	1	9436	ENST00000373086.3	61150	ENSG00000096264	NCR2	natural cytotoxicity triggering receptor 2	16_ReprPC
chr6	41602801	41605800	3000	*	1	Downstream (<1kb)	6	41598723	41598788	66	1	100616178	ENST00000578353.1	4078	ENSG00000266494	MIR4641	microRNA 4641	16_ReprPC
chr6	42145401	42146000	600	*	2	Promoter (2-3kb)	6	42101119	42142620	41502	2	647024	ENST00000341865.9	-2781	ENSG00000188112	C6orf132	chromosome 6 open reading frame 132	16_ReprPC
chr6	46459801	46463000	3200	*	1	Intron (ENST00000371374.6/10231, intron 1 of 4)	6	46220736	46491449	270714	2	10231	ENST00000371374.6	28449	ENSG00000172348	RCAN2	regulator of calcineurin 2	16_ReprPC
chr6	47444001	47444800	800	*	1	Distal Intergenic	6	47477789	47627263	149475	1	23607	ENST00000359314.5	-32989	ENSG00000198087	CD2AP	CD2 associated protein	16_ReprPC
chr6	48036201	48037000	800	*	2	Intron (ENST00000339488.9/442213, intron 3 of 4)	6	48069213	48111078	41866	2	442213	ENST00000661865.1	74078	ENSG00000244694	PTCHD4	patched domain containing 4	16_ReprPC
chr6	50787601	50818200	30600	*	1	Promoter (<=1kb)	6	50818723	50828679	9957	1	7021	ENST00000344788.7	-523	ENSG00000008196	TFAP2B	transcription factor AP-2 beta	16_ReprPC
chr6	55443201	55445000	1800	*	2	Intron (ENST00000274901.9/54511, intron 7 of 8)	6	55435419	55439728	4310	2	54511	ENST00000507223.1	-3473	ENSG00000146151	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1	16_ReprPC
chr6	70989601	70994800	5200	*	1	Distal Intergenic	6	70856679	70957060	100382	2	135152	ENST00000230053.11	-32541	ENSG00000112309	B3GAT2	beta-1,3-glucuronyltransferase 2	16_ReprPC
chr6	78169201	78172200	3000	*	1	Distal Intergenic	6	77690656	77924759	234104	1	101928601	ENST00000649759.1	478545	ENSG00000269964	MEI4	meiotic double-stranded break formation protein 4	16_ReprPC
chr6	85475001	85490400	15400	*	2	Promoter (<=1kb)	6	85485397	85491325	5929	1	4907	ENST00000437581.1	0	ENSG00000135318	NT5E	5'-nucleotidase ecto	16_ReprPC
chr6	86155001	86159600	4600	*	1	Distal Intergenic	6	85949690	85998263	48574	1	101928842	ENST00000666191.1	205311	NA	LOC101928842	uncharacterized LOC101928842	16_ReprPC
chr6	87644801	87649200	4400	*	2	Promoter (1-2kb)	6	87650930	87653214	2285	1	23595	ENST00000508875.1	-1730	ENSG00000135336	ORC3	origin recognition complex subunit 3	16_ReprPC
chr6	96461601	96465000	3400	*	2	Intron (ENST00000658843.1/100861530, intron 1 of 3)	6	96521595	96522964	1370	1	23376	ENST00000461673.1	-56595	ENSG00000014123	UFL1	UFM1 specific ligase 1	16_ReprPC
chr6	99267801	99280200	12400	*	4	3' UTR	6	99280735	99284212	3478	2	84553	ENST00000461803.1	4012	ENSG00000146267	FAXC	failed axon connections homolog, metaxin like GST domain containing	16_ReprPC
chr6	99284001	99293200	9200	*	2	Promoter (<=1kb)	6	99280735	99284212	3478	2	84553	ENST00000461803.1	0	ENSG00000146267	FAXC	failed axon connections homolog, metaxin like GST domain containing	16_ReprPC
chr6	100052601	100058800	6200	*	4	Intron (ENST00000664329.1/728012, intron 2 of 2)	6	100000940	100076406	75467	1	728012	ENST00000451220.2	51661	ENSG00000229315	MCHR2-AS1	MCHR2 antisense RNA 1	16_ReprPC
chr6	100887201	100895200	8000	*	1	Exon (ENST00000604292.1/ENST00000604292.1, exon 1 of 1)	6	100647288	100881372	234085	2	10973	ENST00000324696.8	-5829	ENSG00000112249	ASCC3	activating signal cointegrator 1 complex subunit 3	16_ReprPC
chr6	100895401	100906200	10800	*	6	Distal Intergenic	6	100647288	100881372	234085	2	10973	ENST00000324696.8	-14029	ENSG00000112249	ASCC3	activating signal cointegrator 1 complex subunit 3	16_ReprPC
chr6	100906401	100912800	6400	*	2	Distal Intergenic	6	100647288	100881372	234085	2	10973	ENST00000324696.8	-25029	ENSG00000112249	ASCC3	activating signal cointegrator 1 complex subunit 3	16_ReprPC
chr6	100913401	100925600	12200	*	1	Distal Intergenic	6	100647288	100881372	234085	2	10973	ENST00000324696.8	-32029	ENSG00000112249	ASCC3	activating signal cointegrator 1 complex subunit 3	16_ReprPC
chr6	101838401	101852800	14400	*	1	Intron (ENST00000683774.1/2898, intron 14 of 16)	6	101923958	102070069	146112	1	2898	ENST00000683264.1	-71158	ENSG00000164418	GRIK2	glutamate ionotropic receptor kainate type subunit 2	16_ReprPC
chr6	105627801	105632200	4400	*	1	Promoter (<=1kb)	6	105612667	105632196	19530	2	105377922	ENST00000423489.1	0	NA	LINC02836	long intergenic non-protein coding RNA 2836	16_ReprPC
chr6	108441401	108454000	12600	*	2	3' UTR	6	108476979	108522465	45487	1	246269	ENST00000486863.1	-22979	ENSG00000135537	AFG1L	AFG1 like ATPase	16_ReprPC
chr6	108479401	108486200	6800	*	1	Promoter (2-3kb)	6	108476979	108522465	45487	1	246269	ENST00000486863.1	2422	ENSG00000135537	AFG1L	AFG1 like ATPase	16_ReprPC
chr6	117581401	117598400	17000	*	1	Intron (ENST00000368498.7/57120, intron 1 of 8)	6	117560269	117602511	42243	2	57120	ENST00000368498.7	4111	ENSG00000047932	GOPC	golgi associated PDZ and coiled-coil motif containing	16_ReprPC
chr6	121755601	121757800	2200	*	1	Distal Intergenic	6	121437499	121448812	11314	1	2697	ENST00000647564.1	318102	ENSG00000152661	GJA1	gap junction protein alpha 1	16_ReprPC
chr6	127838201	127848000	9800	*	1	Intron (ENST00000368250.5/387357, intron 3 of 6)	6	127813577	127900958	87382	2	387357	ENST00000434358.3	52958	ENSG00000172673	THEMIS	thymocyte selection associated	16_ReprPC
chr6	129203201	129205200	2000	*	1	Intron (ENST00000421865.3/3908, intron 12 of 64)	6	129291614	129297865	6252	1	3908	ENST00000645154.1	-86414	ENSG00000196569	LAMA2	laminin subunit alpha 2	16_ReprPC
chr6	130687801	130691600	3800	*	1	Distal Intergenic	6	130827406	130837135	9730	1	100507203	ENST00000541421.2	-135806	ENSG00000256162	SMLR1	small leucine rich protein 1	16_ReprPC
chr6	132272401	132277400	5000	*	2	Exon (ENST00000427807.1/ENST00000427807.1, exon 1 of 1)	6	132315697	132325147	9451	2	26002	ENST00000489128.1	47747	ENSG00000079931	MOXD1	monooxygenase DBH like 1	16_ReprPC
chr6	133560201	133568200	8000	*	4	Promoter (<=1kb)	6	133502386	133568648	66263	2	100507308	ENST00000666537.1	448	ENSG00000227954	TARID	TCF21 antisense RNA inducing promoter demethylation	16_ReprPC
chr6	134212801	134227200	14400	*	1	3' UTR	6	134173064	134230467	57404	2	6446	ENST00000524387.5	3267	ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1	16_ReprPC
chr6	137814801	137845800	31000	*	1	Promoter (<=1kb)	6	137823673	137825894	2222	2	100130476	ENST00000440578.1	0	ENSG00000237499	WAKMAR2	wound and keratinocyte migration associated lncRNA 2	16_ReprPC
chr6	146347401	146352400	5000	*	1	Exon (ENST00000492807.6/2911, exon 5 of 10)	6	146543833	146554953	11121	1	10981	ENST00000367495.4	-191433	ENSG00000118508	RAB32	RAB32, member RAS oncogene family	16_ReprPC
chr6	151557401	151561600	4200	*	3	Intron (ENST00000239374.8/80129, intron 5 of 10)	6	151536271	151544694	8424	1	80129	ENST00000544131.1	21130	ENSG00000120262	CCDC170	coiled-coil domain containing 170	16_ReprPC
chr6	151645801	151646600	800	*	1	Distal Intergenic	6	151656691	151807857	151167	1	2099	ENST00000473497.5	-10091	ENSG00000091831	ESR1	estrogen receptor 1	16_ReprPC
chr6	161100001	161100600	600	*	1	Promoter (<=1kb)	6	161101033	161117384	16352	1	4216	ENST00000536852.1	-433	ENSG00000085511	MAP3K4	mitogen-activated protein kinase kinase kinase 4	16_ReprPC
chr6	166071401	166081600	10200	*	1	Distal Intergenic	6	166098111	166099589	1479	1	729681	ENST00000663046.1	-16511	NA	LOC729681	uncharacterized LOC729681	16_ReprPC
chr6	166231401	166235000	3600	*	2	Promoter (1-2kb)	6	166236969	166256947	19979	1	101929297	ENST00000444219.2	-1969	ENSG00000233365	LOC101929297	uncharacterized LOC101929297	16_ReprPC
chr6	168076201	168082600	6400	*	3	Promoter (<=1kb)	6	168055745	168079159	23415	2	79981	ENST00000283309.10	0	ENSG00000153303	FRMD1	FERM domain containing 1	16_ReprPC
chr6	168718801	168721800	3000	*	1	Exon (ENST00000436492.1/ENST00000436492.1, exon 2 of 3)	6	168653203	168673445	20243	1	64094	ENST00000477998.1	65598	ENSG00000112562	SMOC2	SPARC related modular calcium binding 2	16_ReprPC
chr6	170594001	170598000	4000	*	2	Distal Intergenic	6	170581748	170584692	2945	2	5134	ENST00000614056.4	-9309	ENSG00000071994	PDCD2	programmed cell death 2	16_ReprPC
chr6	170747001	170747800	800	*	1	Distal Intergenic	6	170725197	170728488	3292	1	101929692	ENST00000438217.1	21804	NA	LOC101929692	uncharacterized LOC101929692	16_ReprPC
chr7	554001	556800	2800	*	1	Intron (ENST00000544935.5/5575, intron 9 of 10)	7	561958	565619	3662	1	101927000	ENST00000453149.1	-5158	ENSG00000229380	PRKAR1B-AS2	PRKAR1B antisense RNA 2	16_ReprPC
chr7	750801	754000	3200	*	1	Exon (ENST00000438961.1/54919, exon 5 of 5)	7	763907	772975	9069	1	54919	ENST00000491496.1	-9907	ENSG00000164818	DNAAF5	dynein axonemal assembly factor 5	16_ReprPC
chr7	1267801	1269200	1400	*	2	Exon (ENST00000453798.1/ENST00000453798.1, exon 2 of 2)	7	1232872	1237326	4455	1	340260	ENST00000316333.9	34929	ENSG00000164853	UNCX	UNC homeobox	16_ReprPC
chr7	1269401	1298200	28800	*	6	Distal Intergenic	7	1232872	1237326	4455	1	340260	ENST00000316333.9	36529	ENSG00000164853	UNCX	UNC homeobox	16_ReprPC
chr7	1328601	1329800	1200	*	3	Distal Intergenic	7	1232872	1237326	4455	1	340260	ENST00000316333.9	95729	ENSG00000164853	UNCX	UNC homeobox	16_ReprPC
chr7	4919801	4922200	2400	*	2	Exon (ENST00000406755.5/221938, exon 3 of 8)	7	4797055	4883716	86662	2	55698	ENST00000399583.4	-36085	ENSG00000157927	RADIL	Rap associating with DIL domain	16_ReprPC
chr7	6655801	6658600	2800	*	1	3' UTR	7	6641885	6644565	2681	1	100131017	ENST00000427912.2	13916	ENSG00000205903	ZNF316	zinc finger protein 316	16_ReprPC
chr7	8476401	8482600	6200	*	2	Intron (ENST00000405863.6/30010, intron 2 of 2)	7	8435195	8751383	316189	1	30010	ENST00000429542.1	41206	ENSG00000122584	NXPH1	neurexophilin 1	16_ReprPC
chr7	19179001	19187800	8800	*	4	Distal Intergenic	7	19144782	19145421	640	2	222894	ENST00000275461.3	-33580	ENSG00000146618	FERD3L	Fer3 like bHLH transcription factor	16_ReprPC
chr7	19809601	19815600	6000	*	2	Promoter (2-3kb)	7	19813685	19818090	4406	2	105379720	ENST00000418764.2	2490	NA	LOC105379720	uncharacterized LOC105379720	16_ReprPC
chr7	20827001	20836200	9200	*	1	Promoter (<=1kb)	7	20835376	21023362	187987	1	104355138	ENST00000661032.1	0	ENSG00000232790	LINC01162	long intergenic non-protein coding RNA 1162	16_ReprPC
chr7	21207801	21211000	3200	*	1	Distal Intergenic	7	21428043	21477239	49197	1	6671	ENST00000432066.2	-217043	ENSG00000105866	SP4	Sp4 transcription factor	16_ReprPC
chr7	24319201	24330200	11000	*	2	Exon (ENST00000662001.1/107986777, exon 2 of 2)	7	24285107	24291824	6718	1	4852	ENST00000405982.1	34094	ENSG00000122585	NPY	neuropeptide Y	16_ReprPC
chr7	25898401	25901600	3200	*	4	Distal Intergenic	7	25949919	25949986	68	2	406940	ENST00000362215.3	48386	ENSG00000199085	MIR148A	microRNA 148a	16_ReprPC
chr7	27128401	27134600	6200	*	1	Promoter (<=1kb)	7	27129977	27152576	22600	1	100133311	ENST00000518848.5	0	ENSG00000254369	HOXA-AS3	HOXA cluster antisense RNA 3	16_ReprPC
chr7	27142401	27146600	4200	*	1	Promoter (<=1kb)	7	27141052	27143681	2630	2	3202	ENST00000222726.4	0	ENSG00000106004	HOXA5	homeobox A5	16_ReprPC
