enhancerid	seqnames	start	end	width	strand	siteCount	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	enhancerGroup	attributes
GH08J012587	chr8	12589001	12589200	200	*	1	Intron (ENST00000641618.1/729732, intron 1 of 5)	8	12594985	12605726	10742	2	729732	ENST00000636622.1	16526	ENSG00000283674	LOC729732	uncharacterized LOC729732	7_EnhG1	GH08J012587;HSALNG0063497:0.66;HSALNG0063498:0.66;CM034958-070:0.37;LOC729732:0.19;FAM86B2:0.11;FAM86B2-DT:0.11;LONRF1:0.10
GH08J019180	chr8	19179601	19180000	400	*	1	Intron (ENST00000520920.5/100128993, intron 4 of 4)	8	19183674	19235677	52004	2	100128993	ENST00000518417.1	55677	NA	LOC100128993	uncharacterized LOC100128993	11_EnhWk	GH08J019180;PSD3:11.02;SH2D4A:9.98;HSALNG0063742:0.41;HSALNG0150152:0.37;lnc-SH2D4A-5:0.27;LOC100128993:0.21;CM034958-088:0.19
GH08J019271	chr8	19271201	19272200	1000	*	1	Distal Intergenic	8	19084992	19259469	174478	2	100128993	ENST00000520920.5	-11732	NA	LOC100128993	uncharacterized LOC100128993	11_EnhWk	GH08J019271;SH2D4A:18.78;PSD3:11.18;CSGALNACT1:10.05;ENSG00000279919:0.45;HSALNG0063743:0.45;CM034958-088:0.41;ENSG00000254201:0.32;LOC105379300:0.32;RF00017-6948:0.13
GH08J019496	chr8	19496001	19496400	400	*	1	Promoter (<=1kb)	8	19420383	19495191	74809	2	55790	ENST00000518542.1	-810	ENSG00000147408	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	10_EnhA2	GH08J019496;CSGALNACT1:26.97;HSALNG0063762:0.24;HSALNG0063759:0.16;SH2D4A:0.09
GH08J019500	chr8	19498801	19500400	1600	*	1	Intron (ENST00000454498.6/55790, intron 4 of 9)	8	19420383	19495191	74809	2	55790	ENST00000518542.1	-3610	ENSG00000147408	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	9_EnhA1	GH08J019500;CSGALNACT1:26.27;HSALNG0063762:0.26;HSALNG0063759:0.16;SH2D4A:0.08
GH08J019540	chr8	19540201	19540600	400	*	7	Intron (ENST00000454498.6/55790, intron 3 of 9)	8	19506037	19532020	25984	2	55790	ENST00000522732.1	-8181	ENSG00000147408	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	9_EnhA1	GH08J019540;CSGALNACT1:10.25;HSALNG0063761:0.45;HSALNG0063762:0.45;HSALNG0063759:0.12;lnc-SLC18A1-3:0.08;SH2D4A:0.07
GH08J019540	chr8	19540601	19541000	400	*	2	Intron (ENST00000454498.6/55790, intron 3 of 9)	8	19506037	19532020	25984	2	55790	ENST00000522732.1	-8581	ENSG00000147408	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	11_EnhWk	GH08J019540;CSGALNACT1:10.25;HSALNG0063761:0.45;HSALNG0063762:0.45;HSALNG0063759:0.12;lnc-SLC18A1-3:0.08;SH2D4A:0.07
GH08J019556	chr8	19557201	19558200	1000	*	1	Intron (ENST00000454498.6/55790, intron 3 of 9)	8	19506037	19532020	25984	2	55790	ENST00000522732.1	-25181	ENSG00000147408	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	11_EnhWk	GH08J019556;INTS10:9.82;HSALNG0063761:0.45;HSALNG0063763:0.32;CSGALNACT1:0.08;lnc-SLC18A1-3:0.08;SH2D4A:0.07
GH08J019784	chr8	19786401	19786600	200	*	1	Distal Intergenic	8	19505545	19758029	252485	2	55790	ENST00000517494.1	-28372	ENSG00000147408	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	11_EnhWk	GH08J019784;piR-31534-644:250.66;INTS10:18.26;CSGALNACT1:11.31;piR-31926-038:0.45
GH08J019937	chr8	19936601	19938400	1800	*	2	Promoter (<=1kb)	8	19938870	19951908	13039	1	4023	ENST00000524029.5	-470	ENSG00000175445	LPL	lipoprotein lipase	11_EnhWk	GH08J019937;HSALNG0078466-636:0.66;lnc-CSGALNACT1-2:0.45;LPL:0.29;SLC18A1:0.06
GH08J019939	chr8	19936601	19938400	1800	*	2	Promoter (<=1kb)	8	19938870	19951908	13039	1	4023	ENST00000524029.5	-470	ENSG00000175445	LPL	lipoprotein lipase	11_EnhWk	GH08J019939;LPL:253.53;HSALNG0078466-636:0.66;lnc-CSGALNACT1-2:0.66;SLC18A1:0.07
GH08J019960	chr8	19963201	19963800	600	*	1	Intron (ENST00000650287.1/4023, intron 9 of 9)	8	19956005	19967196	11192	1	4023	ENST00000650478.1	7196	ENSG00000175445	LPL	lipoprotein lipase	11_EnhWk	GH08J019960;HSALNG0063781:250.66;ENSG00000253775:10.69;SLC18A1:10.64;HSALNG0063784:0.31;LPL:0.21
GH08J020061	chr8	20061001	20062600	1600	*	1	Distal Intergenic	8	20079114	20124857	45744	1	105379311	ENST00000519197.2	-16514	NA	LOC105379311	uncharacterized LOC105379311	8_EnhG2	GH08J020061;PSD3:5.04;HSALNG0063787:0.66;HSALNG0063786:0.45;CM034958-090:0.37;ENSG00000253775:0.37;SLC18A1:0.13;LPL:0.10
GH08J020233	chr8	20232601	20234000	1400	*	1	Distal Intergenic	8	20218182	20226819	8638	1	526	ENST00000521442.1	14419	ENSG00000147416	ATP6V1B2	ATPase H+ transporting V1 subunit B2	11_EnhWk	GH08J020233;piR-33804-105:250.66;piR-61945-479:250.66;RF00017-6952:0.45;ATP6V1B2:0.29;LZTS1:0.20
GH08J021541	chr8	21540601	21541800	1200	*	2	Distal Intergenic	8	21298206	21308174	9969	1	101929172	ENST00000522755.1	242395	ENSG00000254334	LOC101929172	uncharacterized LOC101929172	11_EnhWk	GH08J021541;GFRA2:10.72;HSALNG0063857:0.45;RF00998-127:0.21;lnc-GFRA2-1:0.11
GH08J021559	chr8	21559401	21560400	1000	*	1	Distal Intergenic	8	21693182	21788159	94978	2	2675	ENST00000517892.5	227759	ENSG00000168546	GFRA2	GDNF family receptor alpha 2	11_EnhWk	GH08J021559;FHIP2B:13.04;HSALNG0063858:0.45;HSALNG0063857:0.41;lnc-GFRA2-1:0.13;GFRA2:0.07
GH08J021764	chr8	21765201	21768800	3600	*	1	Intron (ENST00000524240.6/2675, intron 3 of 8)	8	21693182	21788159	94978	2	2675	ENST00000517892.5	19359	ENSG00000168546	GFRA2	GDNF family receptor alpha 2	8_EnhG2	GH08J021764;GFRA2:20.13;FJ601678-111:0.45;piR-36393-500:0.24
GH08J021766	chr8	21765201	21768800	3600	*	1	Intron (ENST00000524240.6/2675, intron 3 of 8)	8	21693182	21788159	94978	2	2675	ENST00000517892.5	19359	ENSG00000168546	GFRA2	GDNF family receptor alpha 2	8_EnhG2	GH08J021766;SORBS3:11.18;GFRA2:1.80;NPM2:1.46;FJ601678-111:0.45;piR-36393-500:0.24
GH08J021767	chr8	21765201	21768800	3600	*	1	Intron (ENST00000524240.6/2675, intron 3 of 8)	8	21693182	21788159	94978	2	2675	ENST00000517892.5	19359	ENSG00000168546	GFRA2	GDNF family receptor alpha 2	8_EnhG2	GH08J021767;SORBS3:11.18;FJ601678-111:0.66;GFRA2:0.27;piR-36393-500:0.23
GH08J021774	chr8	21772401	21773200	800	*	1	Intron (ENST00000524240.6/2675, intron 3 of 8)	8	21693182	21788159	94978	2	2675	ENST00000517892.5	14959	ENSG00000168546	GFRA2	GDNF family receptor alpha 2	11_EnhWk	GH08J021774;FJ601678-111:250.66;piR-53015:0.37;GFRA2:0.29
GH08J022129	chr8	22130801	22131600	800	*	1	Promoter (<=1kb)	8	22114419	22131010	16592	2	55806	ENST00000381418.9	0	ENSG00000168453	HR	HR lysine demethylase and nuclear receptor corepressor	11_EnhWk	GH08J022129;HR:250.66;HRURF:250.66;lnc-HR-1:250.66;NUDT18:10.67;RF00017-6955:0.31
GH08J022312	chr8	22314001	22314400	400	*	1	Exon (ENST00000356766.11/55124, exon 17 of 23)	8	22279362	22355530	76169	1	55124	ENST00000611073.1	34639	ENSG00000197181	PIWIL2	piwi like RNA-mediated gene silencing 2	11_EnhWk	GH08J022312;PIWIL2:51.82;SLC39A14:15.34;PIWIL2-DT:11.20;MIR320A:10.82;POLR3D:10.82;PHYHIP:10.79;RNU6-336P:9.97;PPP3CC:9.97;HSALNG0150364:0.37;piR-43105-626:0.35;RF00017-6955:0.08
GH08J022395	chr8	22395601	22396200	600	*	1	Promoter (2-3kb)	8	22398228	22408407	10180	1	23516	ENST00000519960.5	-2028	ENSG00000104635	SLC39A14	solute carrier family 39 member 14	11_EnhWk	GH08J022395;PIWIL2:6.82;ENSG00000241026:0.45;lnc-PHYHIP-3:0.45;piR-41405-095:0.45;SLC39A14:0.32;PPP3CC:0.27;RF00017-6961:0.14;RF00017-6955:0.06
GH08J022801	chr8	22801801	22804600	2800	*	1	Intron (ENST00000256404.8/157310, intron 4 of 6)	8	22747503	22758192	10690	1	107986925	ENST00000521141.1	54298	NA	LOC107986925	uncharacterized LOC107986925	11_EnhWk	GH08J022801;piR-61101-630:250.66;LOC101929237:11.52;BIN3:10.66;RHOBTB2:10.15;lnc-EGR3-5:0.37;LOC105379325:0.37;HSALNG0063940:0.35;HSALNG0150161:0.16;EGR3:0.14;PEBP4:0.08;RF00017-6963:0.06
GH08J022873	chr8	22875401	22875600	200	*	1	Promoter (2-3kb)	8	22877972	22884139	6168	1	101929237	ENST00000520914.5	-2372	ENSG00000248738	LOC101929237	uncharacterized LOC101929237	8_EnhG2	GH08J022873;LOC101929237:11.71;BIN3:10.50;LOC124901906:0.32;RHOBTB2:0.19;PEBP4:0.13;HSALNG0150161:0.09;EGR3:0.09;RF00017-6963:0.08
GH08J022920	chr8	22921801	22922200	400	*	1	Intron (ENST00000256404.8/157310, intron 2 of 6)	8	22713251	22927914	214664	2	157310	ENST00000256404.8	5714	ENSG00000134020	PEBP4	phosphatidylethanolamine binding protein 4	9_EnhA1	GH08J022920;PEBP4:44.48;RHOBTB2:11.31;LOC101929237:10.64;BIN3:10.38;CHMP7:1.64;lnc-RHOBTB2-4:0.45;LOC124901907:0.35;RF00017-6963:0.11;EGR3:0.07
GH08J023073	chr8	23075201	23076600	1400	*	1	Intron (ENST00000501897.1/286059, intron 1 of 2)	8	23022474	23069031	46558	2	8795	ENST00000523504.5	-6170	ENSG00000120889	TNFRSF10B	TNF receptor superfamily member 10b	9_EnhA1	GH08J023073;ENSG00000253200:43.21;C8orf58:34.33;FHIP2B:29.15;ENSG00000253616:24.06;ENSG00000245025:22.99;CHMP7:22.70;BMP1:22.54;LOXL2:13.84;CCAR2:12.73;SORBS3:12.63;ENTPD4:10.23;POLR3D:10.18;TNFRSF10C:9.41;TNFRSF10B:5.46;piR-58297-462:0.66;CM034958-103:0.45;ENSG00000284956:0.45;LOC254896:0.45;LOC286059:0.45
GH08J023364	chr8	23366601	23367200	600	*	1	Intron (ENST00000389131.8/4017, intron 2 of 13)	8	23360166	23371126	10961	2	4017	ENST00000518083.5	3926	ENSG00000134013	LOXL2	lysyl oxidase like 2	11_EnhWk	GH08J023364;LOXL2:8.88;ENTPD4:7.55;RF00017-6970:0.45;lnc-R3HCC1-5:0.35;CM034958-105:0.31;LOXL2-AS1:0.31;R3HCC1:0.16
GH08J023409	chr8	23409601	23410000	400	*	1	Intron (ENST00000524144.5/4017, intron 1 of 3)	8	23368065	23404226	36162	2	4017	ENST00000519243.1	-5375	ENSG00000134013	LOXL2	lysyl oxidase like 2	9_EnhA1	GH08J023409;ENTPD4:21.05;ENTPD4-DT:16.52;R3HCC1:11.44;CHMP7:11.43;LOXL2:8.61;SLC25A37:5.67;RHOBTB2:5.31;HSALNG0063983-001:0.45;lnc-TNFRSF10A-2:0.41;piR-57461-253:0.41
GH08J023409	chr8	23408401	23409600	1200	*	1	Intron (ENST00000524144.5/4017, intron 1 of 3)	8	23368065	23404226	36162	2	4017	ENST00000519243.1	-4175	ENSG00000134013	LOXL2	lysyl oxidase like 2	11_EnhWk	GH08J023409;ENTPD4:21.05;ENTPD4-DT:16.52;R3HCC1:11.44;CHMP7:11.43;LOXL2:8.61;SLC25A37:5.67;RHOBTB2:5.31;HSALNG0063983-001:0.45;lnc-TNFRSF10A-2:0.41;piR-57461-253:0.41
GH08J023426	chr8	23427201	23428400	1200	*	1	Promoter (1-2kb)	8	23360090	23425328	65239	2	4017	ENST00000520871.1	-1873	ENSG00000134013	LOXL2	lysyl oxidase like 2	10_EnhA2	GH08J023426;ENTPD4:21.85;ENTPD4-DT:21.12;R3HCC1:10.53;CHMP7:10.52;LOXL2:7.65;HSALNG0063983-002:0.45;piR-35002-103:0.41
GH08J023831	chr8	23830201	23831200	1000	*	1	Distal Intergenic	8	23843914	23854311	10398	2	6781	ENST00000524323.1	23111	ENSG00000159167	STC1	stanniocalcin 1	11_EnhWk	GH08J023831;STC1:10.99;NKX3-1:10.46;piR-39858-839:0.41;RF00017-6972:0.16;NKX2-6:0.13
GH08J025202	chr8	25202401	25203400	1000	*	1	Intron (ENST00000276440.12/80005, intron 1 of 51)	8	25184772	25305307	120536	1	80005	ENST00000481100.5	17629	ENSG00000147459	DOCK5	dedicator of cytokinesis 5	8_EnhG2	GH08J025202;DOCK5:14.90;CDCA2:9.94;KCTD9:9.94;RF00994-1057:0.66;HSALNG0064075:0.37;RF00017-6978:0.11;GNRH1:0.07
GH08J025242	chr8	25242401	25243200	800	*	1	Intron (ENST00000276440.12/80005, intron 1 of 51)	8	25296582	25299470	2889	1	80005	ENST00000495236.1	-53382	ENSG00000147459	DOCK5	dedicator of cytokinesis 5	7_EnhG1	GH08J025242;DOCK5:7.99;HSALNG0064075:0.35;ENSG00000284858:0.31;GNRH1:0.09;RF00017-6978:0.08
GH08J026183	chr8	26184001	26184800	800	*	1	Distal Intergenic	8	26291508	26372680	81173	1	5520	ENST00000380737.8	-106708	ENSG00000221914	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	10_EnhA2	GH08J026183;HSALNG0064111:0.66;piR-32023-234:0.35;HSALNG0064108:0.32;LOC105379336:0.32;PPP2R2A:0.14;EBF2:0.12
GH08J026445	chr8	26446201	26447600	1400	*	1	Intron (ENST00000523949.5/665, intron 5 of 5)	8	26440491	26442595	2105	1	105379337	ENST00000518031.1	5710	NA	LOC105379337	uncharacterized LOC105379337	9_EnhA1	GH08J026445;HSALNG0064126:250.66;RF00017-6988:250.66;BNIP3L:11.25;SDAD1P1:11.25;lnc-DPYSL2-1:0.66;LOC124901868:0.66;ENSG00000254362:0.45
GH08J027260	chr8	27260601	27262000	1400	*	1	Promoter (2-3kb)	8	27236475	27258420	21946	2	81551	ENST00000523048.5	-2181	ENSG00000015592	STMN4	stathmin 4	9_EnhA1	GH08J027260;STMN4:7.46;TRIM35:6.20;PTK2B:5.05;lnc-PTK2B-5:0.41
GH08J027260	chr8	27262001	27265600	3600	*	1	Distal Intergenic	8	27236475	27258420	21946	2	81551	ENST00000523048.5	-3581	ENSG00000015592	STMN4	stathmin 4	8_EnhG2	GH08J027260;STMN4:7.46;TRIM35:6.20;PTK2B:5.05;lnc-PTK2B-5:0.41
GH08J028198	chr8	28197601	28200000	2400	*	1	Distal Intergenic	8	28158598	28190089	31492	1	55140	ENST00000517975.1	39003	ENSG00000134014	ELP3	elongator acetyltransferase complex subunit 3	11_EnhWk	GH08J028198;ELP3:7.70;LOC105379343:0.37;LOC100131127:0.32;HSALNG0064216:0.26;PNOC:0.13
GH08J028473	chr8	28474201	28475200	1000	*	1	Promoter (<=1kb)	8	28456658	28473786	17129	2	157574	ENST00000518016.1	-415	ENSG00000214050	FBXO16	F-box protein 16	9_EnhA1	GH08J028473;FZD3:14.43;ENSG00000253567:11.50;EXTL3:10.51;piR-35674-499:0.45;RF00017-7001:0.45;FBXO16:0.37;lnc-ZNF395-6:0.37;ZNF395:0.20;MN298114-219:0.09
GH08J028875	chr8	28874601	28875200	600	*	1	Intron (ENST00000523303.5/55756, intron 1 of 16)	8	28793807	28889909	96103	2	55756	ENST00000523436.5	14709	ENSG00000104299	INTS9	integrator complex subunit 9	9_EnhA1	GH08J028875;ENSG00000254129:10.43;KIF13B:10.41;piR-50308-599:0.66;HMBOX1:0.41;INTS9:0.41;lnc-KIF13B-3:0.41;lnc-HMBOX1-3:0.37;RF00017-7008:0.27;RF00017-7004:0.17;EXTL3:0.06
GH08J028888	chr8	28893601	28894600	1000	*	1	Promoter (2-3kb)	8	28891316	29051898	160583	1	79618	ENST00000355231.9	2285	ENSG00000147421	HMBOX1	homeobox containing 1	9_EnhA1	GH08J028888;HMBOX1:250.66;INTS9:250.66;lnc-KIF13B-3:250.66;KIF13B:15.18;ENSG00000254129:9.59;ENSG00000273710:0.35;RF00017-7009:0.35;RF00017-7008:0.32;lnc-HMBOX1-3:0.31;RF00017-7004:0.20
GH08J028941	chr8	28943401	28945200	1800	*	1	Intron (ENST00000519662.5/79618, intron 2 of 3)	8	28963863	29051549	87687	1	79618	ENST00000524238.3	-18663	ENSG00000147421	HMBOX1	homeobox containing 1	7_EnhG1	GH08J028941;HMBOX1:11.40;INTS9:11.40;ENSG00000254129:10.31;KIF13B:10.26;INTS9-AS1:10.16;HMBOX1-IT1:0.45;piR-43105-634:0.45;RF00017-7004:0.35;lnc-HMBOX1-3:0.18;lnc-KIF13B-2:0.13
GH08J029085	chr8	29086401	29087000	600	*	1	Intron (ENST00000524189.6/23303, intron 37 of 39)	8	29070494	29108192	37699	2	23303	ENST00000523130.1	21192	ENSG00000197892	KIF13B	kinesin family member 13B	11_EnhWk	GH08J029085;KIF13B:19.11;ENSG00000254129:12.16;ZNF395:6.21;piR-61945-480:0.41;ENSG00000259607:0.37;INTS9:0.08
GH08J029108	chr8	29107001	29109000	2000	*	1	Promoter (<=1kb)	8	29070494	29108192	37699	2	23303	ENST00000523130.1	0	ENSG00000197892	KIF13B	kinesin family member 13B	9_EnhA1	GH08J029108;ENSG00000254129:250.66;HSALNG0064260:250.66;HSALNG0064261:250.66;lnc-HMBOX1-9:250.66;KIF13B:7.16;lnc-DUSP4-9:0.31;INTS9:0.08
GH08J029266	chr8	29265801	29267000	1200	*	2	Promoter (2-3kb)	8	29145858	29263124	117267	2	23303	ENST00000522355.5	-2677	ENSG00000197892	KIF13B	kinesin family member 13B	11_EnhWk	GH08J029266;HSALNG0064266:250.66;KIF13B:0.66;RF00017-7011:0.66;DUSP4:0.18
GH08J029316	chr8	29316601	29317200	600	*	2	Distal Intergenic	8	29336539	29348805	12267	2	1846	ENST00000240101.2	31605	ENSG00000120875	DUSP4	dual specificity phosphatase 4	11_EnhWk	GH08J029316;ENSG00000288735:0.66;LOC124901922:0.66;piR-33303-172:0.66;DUSP4:0.31;KIF13B:0.24
GH08J029413	chr8	29412601	29414000	1400	*	1	Distal Intergenic	8	29333064	29350684	17621	2	1846	ENST00000240100.7	-61917	ENSG00000120875	DUSP4	dual specificity phosphatase 4	11_EnhWk	GH08J029413;piR-33614-279:250.66;FJ601678-123:0.37;lnc-LEPROTL1-10:0.35;RF00017-7012:0.29;DUSP4:0.21;SARAF:0.02
GH08J029420	chr8	29419601	29420400	800	*	1	Distal Intergenic	8	29333064	29350684	17621	2	1846	ENST00000240100.7	-68917	ENSG00000120875	DUSP4	dual specificity phosphatase 4	9_EnhA1	GH08J029420;piR-33614-279:0.45;FJ601678-123:0.41;lnc-LEPROTL1-10:0.31;RF00017-7012:0.27;DUSP4:0.21;SARAF:0.02
GH08J029472	chr8	29472201	29473000	800	*	1	Distal Intergenic	8	29548171	29564341	16171	1	105379351	ENST00000522028.1	-75171	NA	LOC105379351	uncharacterized LOC105379351	11_EnhWk	GH08J029472;HSALNG0064286:250.66;HSALNG0064285:0.66;lnc-LEPROTL1-10:0.18;RF00017-7012:0.16;DUSP4:0.13;SARAF:0.03
GH08J029510	chr8	29512001	29514000	2000	*	2	Distal Intergenic	8	29548171	29564341	16171	1	105379351	ENST00000522028.1	-34171	NA	LOC105379351	uncharacterized LOC105379351	9_EnhA1	GH08J029510;lnc-DUSP4-3:250.66;LOC107986883:250.66;DUSP4:17.60;INTS9:9.88;RNU6-1218P:9.84;ENSG00000253632:0.37;lnc-LEPROTL1-10:0.13;RF00017-7012:0.12;SARAF:0.03
GH08J029520	chr8	29522801	29523400	600	*	1	Distal Intergenic	8	29548171	29564341	16171	1	105379351	ENST00000522028.1	-24771	NA	LOC105379351	uncharacterized LOC105379351	9_EnhA1	GH08J029520;lnc-DUSP4-8:250.66;DUSP4:13.50;RNU6-1218P:10.98;RF00017-7014:0.66;ENSG00000253632:0.32;lnc-LEPROTL1-10:0.12;RF00017-7012:0.11;SARAF:0.03
GH08J029834	chr8	29832801	29833600	800	*	1	Intron (ENST00000517356.1/101929470, intron 2 of 2)	8	29815004	29828504	13501	2	101929470	ENST00000507496.5	-4297	ENSG00000248964	LOC101929470	uncharacterized LOC101929470	11_EnhWk	GH08J029834;piR-38051-274:250.66;RPS15AP24:12.51;GTF2E2:12.28;ENSG00000259366:11.88;INTS9:11.88;RNU6-1218P:10.17;ENSG00000254086:4.45;LOC107986884:0.41;lnc-LEPROTL1-9:0.31;LOC101929470:0.12;SARAF:0.06;DUSP4:0.04
GH08J029851	chr8	29852401	29852800	400	*	1	Promoter (1-2kb)	8	29815004	29854543	39540	2	101929470	ENST00000517356.1	1743	ENSG00000248964	LOC101929470	uncharacterized LOC101929470	11_EnhWk	GH08J029851;RNU6-1218P:10.64;ENSG00000254086:5.23;HSALNG0064319:0.45;LOC105379354:0.45;LOC107986884:0.41;lnc-LEPROTL1-9:0.24;LOC101929470:0.13;SARAF:0.07;DUSP4:0.03
GH08J029956	chr8	29957201	29961000	3800	*	1	Promoter (<=1kb)	8	29957272	29957348	77	2	100422876	ENST00000579676.1	0	ENSG00000264788	MIR3148	microRNA 3148	10_EnhA2	GH08J029956;MIR3148:250.66;RPS15AP24:12.55;GTF2E2:12.28;ENSG00000259366:11.88;RNU6-1218P:11.04;DUSP4:9.99;HSALNG0064323:0.66;LOC101929470:0.41;SARAF:0.13
GH08J030390	chr8	30402201	30403200	1000	*	1	Intron (ENST00000339877.8/11030, intron 1 of 6)	8	30397927	30474816	76890	1	11030	ENST00000521816.1	4274	ENSG00000157110	RBPMS	RNA binding protein, mRNA processing factor	11_EnhWk	GH08J030390;RBPMS-AS1:9.70;UBXN8:7.56;GTF2E2:4.25;SARAF:4.16;RF00017-7021:0.66;RF00017-7022:0.66;lnc-SMIM18-2:0.41;RBPMS:0.41;RF00017-7020:0.27;SMIM18:0.07
GH08J030403	chr8	30402201	30403200	1000	*	1	Intron (ENST00000339877.8/11030, intron 1 of 6)	8	30397927	30474816	76890	1	11030	ENST00000521816.1	4274	ENSG00000157110	RBPMS	RNA binding protein, mRNA processing factor	11_EnhWk	GH08J030403;RBPMS-AS1:13.60;PURG:5.02;GSR:4.81;RF00017-7023:0.66;RF00017-7022:0.45;lnc-SMIM18-2:0.35;RBPMS:0.35;RF00017-7020:0.31;SMIM18:0.07
GH08J037379	chr8	37378001	37379600	1600	*	4	Distal Intergenic	8	37405439	37406724	1286	2	100507420	ENST00000520431.1	27124	ENSG00000253414	LINC01605	long intergenic non-protein coding RNA 1605	11_EnhWk	GH08J037379;HSALNG0064562:0.66;ENSG00000253746:0.32;ZNF703:0.05;KCNU1:0.03
GH08J037401	chr8	37401801	37404000	2200	*	1	Promoter (2-3kb)	8	37405439	37406724	1286	2	100507420	ENST00000520431.1	2724	ENSG00000253414	LINC01605	long intergenic non-protein coding RNA 1605	11_EnhWk	GH08J037401;ENSG00000253388:10.81;ENSG00000253746:0.66;HSALNG0064562:0.32;ZNF703:0.06;KCNU1:0.03
GH08J037402	chr8	37401801	37404000	2200	*	1	Promoter (2-3kb)	8	37405439	37406724	1286	2	100507420	ENST00000520431.1	2724	ENSG00000253414	LINC01605	long intergenic non-protein coding RNA 1605	11_EnhWk	GH08J037402;ENSG00000253388:10.81;DDHD2:5.73;PLPBP:4.26;ENSG00000253746:0.66;HSALNG0064562:0.32;LINC01605:0.08;ZNF703:0.06;KCNU1:0.03
GH08J037419	chr8	37419401	37420200	800	*	1	Distal Intergenic	8	37405439	37406724	1286	2	100507420	ENST00000520431.1	-12677	ENSG00000253414	LINC01605	long intergenic non-protein coding RNA 1605	11_EnhWk	GH08J037419;HSALNG0064564:250.66;ENSG00000253388:11.02;ENSG00000253746:0.41;LINC01605:0.09;ZNF703:0.06;KCNU1:0.03
GH08J037532	chr8	37531801	37532400	600	*	2	Intron (ENST00000519738.5/100507420, intron 1 of 5)	8	37516399	37521447	5049	2	100507420	ENST00000668286.1	-10354	ENSG00000253414	LINC01605	long intergenic non-protein coding RNA 1605	11_EnhWk	GH08J037532;HSALNG0064569:250.66;LOC105379379:11.35;ENSG00000253344:10.16;ENSG00000253388:10.16;ERLIN2:9.35;LOC102723701:9.35;LINC01605:0.21;ENSG00000254290:0.18;ZNF703:0.10;KCNU1:0.02
GH08J037573	chr8	37575001	37575400	400	*	1	Distal Intergenic	8	37564364	37565629	1266	1	105379379	ENST00000657913.1	10637	NA	LOC105379379	uncharacterized LOC105379379	11_EnhWk	GH08J037573;LINC01605:11.39;ENSG00000254290:11.26;ENSG00000253388:9.92;ZNF703:9.91;ERLIN2:9.76;LOC102723701:9.76;RAB11FIP1:1.95;lnc-ZNF703-2:0.45;CM034958-143:0.41;KCNU1:0.02
GH08J037575	chr8	37575001	37575400	400	*	1	Distal Intergenic	8	37564364	37565629	1266	1	105379379	ENST00000657913.1	10637	NA	LOC105379379	uncharacterized LOC105379379	11_EnhWk	GH08J037575;ENSG00000253388:9.92;ERLIN2:9.76;LOC102723701:9.76;lnc-ZNF703-2:0.45;CM034958-143:0.37;LINC01605:0.35;ENSG00000254290:0.29;ZNF703:0.13;KCNU1:0.02
GH08J037636	chr8	37638801	37640000	1200	*	1	Intron (ENST00000519978.1/ENST00000519978.1, intron 1 of 1)	8	37600537	37625873	25337	2	105379380	ENST00000517714.1	-12928	NA	LOC105379380	uncharacterized LOC105379380	11_EnhWk	GH08J037636;HSALNG0064573:250.66;LOC124901931:250.66;ASH2L:10.34;lnc-BRF2-5:0.66;ENSG00000254306:0.35;LOC105379380:0.35;ENSG00000254290:0.32;ENSG00000253344:0.29;RF00017-7041:0.29;ZNF703:0.23;KCNU1:0.02
GH08J037660	chr8	37661601	37661800	200	*	1	Intron (ENST00000519978.1/ENST00000519978.1, intron 1 of 1)	8	37695782	37700019	4238	1	80139	ENST00000331569.6	-33982	ENSG00000183779	ZNF703	zinc finger protein 703	9_EnhA1	GH08J037660;AB372693-005:250.66;ENSG00000254306:250.66;RF00017-7042:250.66;ZNF703:10.92;ENSG00000254290:10.86;RF00026-1039:0.45;RNU6-607P:0.45;ENSG00000253344:0.41;RF00017-7041:0.21;KCNU1:0.02
GH08J037720	chr8	37719801	37722600	2800	*	1	Promoter (2-3kb)	8	37717594	37733493	15900	1	101929622	ENST00000668531.1	2207	NA	LOC101929622	uncharacterized LOC101929622	7_EnhG1	GH08J037720;ZNF703:11.95;ENSG00000253344:10.36;PLPBP:10.36;LOC105379379:10.23;LOC101929622:0.66;RF00017-7043:0.66;ERLIN2:0.37;RF00017-7041:0.13
GH08J037747	chr8	37749001	37750000	1000	*	1	Promoter (<=1kb)	8	37747338	37748004	667	2	728024	ENST00000521192.2	-997	NA	LOC728024	STING1 ER exit protein 1 pseudogene	9_EnhA1	GH08J037747;ENSG00000233170:250.66;LOC728024:250.66;piR-34219:250.66;ADGRA2:10.84;RAB11FIP1:10.33;ZNF703:10.19;ERLIN2:0.41;piR-32214-645:0.41;PLPBP:0.41;RF00017-7043:0.35;RF00017-7041:0.11
